LT_UNQ_NO,INDUSTRY_CD,STDG_EMD_CD,SLS_GRD_2301,SLS_GRD_2302
1126010100104730003,A01,11260101,3.0,3.0
1120010900117570000,A14,11200109,3.0,3.0
1120011400100080016,A14,11200114,3.0,3.0
1120011000112150000,A01,11200110,3.0,3.0
1121510300101990002,A08,11215103,2.0,2.0
1120011400100160027,A13,11200114,1.0,1.0
1153010200100400010,A01,11530102,2.0,2.0
1126010300103190009,A01,11260103,2.0,2.0
1165010800113370014,A06,11650108,2.0,2.0
1156011400100320126,A01,11560114,4.0,4.0
1144010700102360005,A03,11440107,3.0,3.0
1150010900106200033,A06,11500109,3.0,3.0
1130510100100550040,A01,11305101,2.0,2.0
1162010100104960005,A04,11620101,2.0,2.0
1126010100101140012,A03,11260101,3.0,3.0
1132010700102960001,A01,11320107,3.0,3.0
1117011200100450005,A01,11170112,1.0,1.0
1117012400100500001,A06,11170124,1.0,1.0
1129010500100760000,A01,11290105,3.0,3.0
1129011600100480000,A11,11290116,2.0,2.0
1154510200110190002,A03,11545102,4.0,4.0
1144012400105660019,A03,11440124,2.0,2.0
1121510300105590008,A03,11215103,3.0,3.0
1156013200101630015,A03,11560132,3.0,3.0
1120011300104280000,A07,11200113,3.0,3.0
1138010300102810101,A08,11380103,2.0,2.0
1144012500101080007,A01,11440125,2.0,2.0
1129013300101920178,A03,11290133,3.0,3.0
1168010500100350006,A06,11680105,1.0,1.0
1162010100116270010,A01,11620101,2.0,2.0
1168010100106660000,A08,11680101,3.0,3.0
1168011800101460092,A04,11680118,1.0,1.0
1141012000103410004,A01,11410120,3.0,3.0
1156011000100150024,A05,11560110,3.0,3.0
1162010200101100065,A01,11620102,3.0,3.0
1162010200114840006,A01,11620102,1.0,1.0
1121510300102430018,A08,11215103,3.0,3.0
1168010600109890007,A13,11680106,2.0,2.0
1156012800101210000,A07,11560128,1.0,1.0
1168010700105400000,A13,11680107,1.0,1.0
1138010700103350014,A03,11380107,4.0,4.0
1132010700102620022,A03,11320107,3.0,3.0
1120011400107060000,A03,11200114,2.0,2.0
1138010400104330004,A03,11380104,3.0,3.0
1120010500104780033,A01,11200105,4.0,4.0
1144010200102520005,A05,11440102,1.0,1.0
1123010600103090002,A03,11230106,1.0,1.0
1174010800104460022,A14,11740108,2.0,2.0
1168010100106430010,A08,11680101,3.0,3.0
1168010100107760024,A08,11680101,3.0,3.0
1129012500100760001,A03,11290125,3.0,3.0
1111018500100460001,A03,11110185,3.0,3.0
1154510300109850009,A01,11545103,4.0,4.0
1150010300103450011,A14,11500103,4.0,4.0
1130510200104180017,A03,11305102,1.0,1.0
1168010400100350012,A03,11680104,1.0,1.0
1126010300103080017,A03,11260103,2.0,2.0
1130510100100490160,A01,11305101,3.0,3.0
1159010100102640010,A01,11590101,4.0,4.0
1168010600108960016,A11,11680106,2.0,2.0
1132010700100130000,A03,11320107,2.0,2.0
1168010700105490009,A01,11680107,2.0,2.0
1174010800104550001,A13,11740108,3.0,3.0
1144012000103620012,A14,11440120,4.0,4.0
1141011200100900054,A01,11410112,3.0,3.0
1165010700107400002,A01,11650107,3.0,3.0
1120010300102740005,A02,11200103,3.0,3.0
1165010800116850003,A03,11650108,2.0,2.0
1121510700100490008,A03,11215107,2.0,2.0
1165010800115440009,A14,11650108,4.0,4.0
1123010500104700001,A07,11230105,3.0,3.0
1174010800100420010,A08,11740108,4.0,4.0
1171011400105760001,A03,11710114,3.0,3.0
1138010900100030021,A14,11380109,3.0,3.0
1114015100100770009,A01,11140151,2.0,2.0
1141011700100780043,A13,11410117,2.0,2.0
1168010800101610007,A03,11680108,4.0,4.0
1121510700100090023,A03,11215107,1.0,1.0
1123010200101220009,A01,11230102,3.0,3.0
1144011500101460018,A03,11440115,1.0,1.0
1114012700100020022,A03,11140127,1.0,1.0
1111013500100210000,A03,11110135,1.0,1.0
1114014500100380001,A01,11140145,2.0,2.0
1129011700100510000,A01,11290117,2.0,2.0
1162010100109130044,A01,11620101,3.0,3.0
1174010800102450039,A03,11740108,3.0,3.0
1162010100101780256,A02,11620101,3.0,3.0
1111017100101770000,A03,11110171,1.0,1.0
1141012000103370021,A03,11410120,4.0,4.0
1130510100103170003,A03,11305101,2.0,2.0
1162010100100620004,A03,11620101,3.0,3.0
1171010300104110003,A08,11710103,3.0,3.0
1154510200110930004,A01,11545102,3.0,3.0
1154510100101440005,A08,11545101,2.0,2.0
1174010500103510001,A03,11740105,3.0,3.0
1132010600106750036,A03,11320106,4.0,4.0
1130510300103160018,A04,11305103,4.0,4.0
1162010200114390005,A03,11620102,3.0,3.0
1147010200106090013,A01,11470102,2.0,2.0
1138010100100760031,A03,11380101,2.0,2.0
1168010100106970045,A13,11680101,1.0,1.0
1120010700100040015,A01,11200107,2.0,2.0
1159010700110090034,A06,11590107,4.0,4.0
1121510400105820000,A06,11215104,1.0,1.0
1144012000103540010,A14,11440120,3.0,3.0
1135010300100900004,A01,11350103,3.0,3.0
1129011200100930000,A03,11290112,3.0,3.0
1171010900108810005,A11,11710109,2.0,2.0
1126010100101810129,A03,11260101,3.0,3.0
1156013200142170000,A01,11560132,1.0,1.0
1171010100102210004,A13,11710101,4.0,4.0
1135010500104340061,A06,11350105,4.0,4.0
1120010700102920026,A03,11200107,3.0,3.0
1174010700102450002,A01,11740107,1.0,1.0
1138010700105970009,A03,11380107,3.0,3.0
1144012000104650009,A02,11440120,2.0,2.0
1171010100102060011,A01,11710101,2.0,2.0
1165010800113030010,A03,11650108,2.0,2.0
1144012000104000012,A03,11440120,3.0,3.0
1126010400101740004,A06,11260104,2.0,2.0
1150010100102820022,A04,11500101,2.0,2.0
1123010900103190016,A03,11230109,2.0,2.0
1154510200109700029,A01,11545102,4.0,4.0
1159010900107070000,A04,11590109,4.0,4.0
1168010100107360000,A08,11680101,1.0,1.0
1144010200102560028,A01,11440102,2.0,2.0
1132010600106580005,A02,11320106,3.0,3.0
1165010600100300008,A03,11650106,1.0,1.0
1114016200103490076,A01,11140162,2.0,2.0
1154510100104810004,A08,11545101,2.0,2.0
1121510700104950026,A08,11215107,3.0,3.0
1117010200100050767,A03,11170102,1.0,1.0
1123011000103050074,A01,11230110,2.0,2.0
1111018300105950000,A01,11110183,2.0,2.0
1144012000104080006,A03,11440120,1.0,1.0
1159010900103950073,A05,11590109,1.0,1.0
1117010500100130006,A01,11170105,4.0,4.0
1165010200102780003,A01,11650102,2.0,2.0
1171010600101010009,A08,11710106,2.0,2.0
1156013200100480026,A01,11560132,3.0,3.0
1121510700104950023,A01,11215107,3.0,3.0
1114010300100310028,A03,11140103,2.0,2.0
1165010100107780020,A14,11650101,3.0,3.0
1144012500102750002,A01,11440125,2.0,2.0
1132010500103720005,A08,11320105,4.0,4.0
1141012000103440001,A03,11410120,1.0,1.0
1162010100100280064,A14,11620101,4.0,4.0
1159010800104040008,A03,11590108,1.0,1.0
1123010300111430022,A01,11230103,1.0,1.0
1150010600106550006,A01,11500106,3.0,3.0
1144012200103810023,A03,11440122,4.0,4.0
1168011200103020006,A01,11680112,1.0,1.0
1154510100104680004,A02,11545101,1.0,1.0
1165010800115730010,A15,11650108,1.0,1.0
1144012000103460047,A08,11440120,2.0,2.0
1156012800101510002,A01,11560128,2.0,2.0
1159010700110080016,A03,11590107,1.0,1.0
1159010700110290045,A03,11590107,1.0,1.0
1111013000101710001,A03,11110130,3.0,3.0
1168010800101460015,A04,11680108,3.0,3.0
1144010900100080031,A03,11440109,2.0,2.0
1150010300200600001,A01,11500103,4.0,4.0
1174010900100520005,A02,11740109,2.0,2.0
1114010100100120001,A06,11140101,2.0,2.0
1129013400112820000,A03,11290134,3.0,3.0
1111012500100140000,A03,11110125,2.0,2.0
1117011900100740000,A01,11170119,2.0,2.0
1114016200103330171,A03,11140162,3.0,3.0
1171011100100640005,A01,11710111,3.0,3.0
1135010200104930028,A01,11350102,3.0,3.0
1162010200114210060,A03,11620102,3.0,3.0
1171011200100840005,A03,11710112,3.0,3.0
1132010700100380001,A02,11320107,2.0,2.0
1132010800105670004,A03,11320108,4.0,4.0
1153010600100940008,A03,11530106,4.0,4.0
1121510500102270007,A03,11215105,2.0,2.0
1126010200101300127,A03,11260102,4.0,4.0
1114010500102050000,A15,11140105,2.0,2.0
1147010100109740017,A02,11470101,3.0,3.0
1123010300101220486,A08,11230103,4.0,4.0
1168010500101590000,A03,11680105,1.0,1.0
1168010500101430007,A01,11680105,2.0,2.0
1168010600109610001,A01,11680106,2.0,2.0
1165010600100380016,A03,11650106,1.0,1.0
1156011300102900000,A01,11560113,2.0,2.0
1174010700105100020,A03,11740107,3.0,3.0
1174010800102440013,A01,11740108,3.0,3.0
1121510100100300035,A01,11215101,2.0,2.0
1111013500100050013,A03,11110135,3.0,3.0
1117012800100300000,A01,11170128,2.0,2.0
1121510900100980000,A06,11215109,3.0,3.0
1123011000102640173,A03,11230110,2.0,2.0
1135010600101410055,A01,11350106,2.0,2.0
1138010800100450015,A11,11380108,3.0,3.0
1117013100107380013,A03,11170131,1.0,1.0
1171010700100980006,A13,11710107,1.0,1.0
1171010800100400003,A03,11710108,2.0,2.0
1117012100100250002,A03,11170121,3.0,3.0
1126010200101080000,A01,11260102,2.0,2.0
1129013500100180001,A04,11290135,3.0,3.0
1156013300108100016,A03,11560133,3.0,3.0
1111012800101950000,A01,11110128,4.0,4.0
1153010200100730011,A01,11530102,2.0,2.0
1174010500104500002,A01,11740105,2.0,2.0
1121510500106340012,A02,11215105,4.0,4.0
1171010100101900013,A01,11710101,1.0,1.0
1123010400106020005,A12,11230104,4.0,4.0
1138010800100540005,A06,11380108,2.0,2.0
1144012400102280058,A03,11440124,2.0,2.0
1174010900104100238,A03,11740109,3.0,3.0
1168010700105170034,A01,11680107,3.0,3.0
1117011100101070001,A14,11170111,4.0,4.0
1153010300101250004,A01,11530103,3.0,3.0
1120010500107730002,A04,11200105,2.0,2.0
1154510200110140011,A01,11545102,3.0,3.0
1153010600102710001,A01,11530106,4.0,4.0
1153010700102060002,A01,11530107,5.0,5.0
1123010300111240000,A01,11230103,5.0,5.0
1168010800101140025,A01,11680108,2.0,2.0
1121510100102210009,A04,11215101,3.0,3.0
1153011000100230026,A02,11530110,2.0,2.0
1144012700100020029,A13,11440127,2.0,2.0
1153010800100810082,A01,11530108,4.0,4.0
1111012000100290000,A01,11110120,1.0,1.0
1121510300105940003,A03,11215103,3.0,3.0
1147010300109130002,A03,11470103,2.0,2.0
1126010100106460003,A08,11260101,3.0,3.0
1117010700100420009,A01,11170107,3.0,3.0
1150010500107990017,A13,11500105,2.0,2.0
1121510500107940000,A07,11215105,1.0,1.0
1168010100106770015,A13,11680101,1.0,1.0
1174010300102680000,A06,11740103,2.0,2.0
1171011400101780079,A01,11710114,3.0,3.0
1162010100108600030,A13,11620101,4.0,4.0
1159010200103460015,A01,11590102,3.0,3.0
1135010500106030002,A13,11350105,2.0,2.0
1114016200102910053,A03,11140162,3.0,3.0
1150010900108680000,A03,11500109,4.0,4.0
1153010100103240004,A03,11530101,3.0,3.0
1174010500103890002,A01,11740105,2.0,2.0
1168010600109890010,A03,11680106,2.0,2.0
1144012300100570051,A04,11440123,4.0,4.0
1168010700105120017,A01,11680107,2.0,2.0
1168010400100030011,A03,11680104,2.0,2.0
1130510100100350001,A01,11305101,2.0,2.0
1168010800101980008,A01,11680108,3.0,3.0
1165010200100100003,A01,11650102,3.0,3.0
1168010600109350004,A03,11680106,2.0,2.0
1165010800113410007,A03,11650108,2.0,2.0
1138010900100380026,A03,11380109,4.0,4.0
1121510100101500175,A01,11215101,3.0,3.0
1144010800100320008,A01,11440108,3.0,3.0
1132010600106850061,A01,11320106,4.0,4.0
1168011200106580000,A13,11680112,3.0,3.0
1135010500103660003,A02,11350105,3.0,3.0
1117010400100690047,A01,11170104,2.0,2.0
1138010700106010096,A01,11380107,4.0,4.0
1162010100115740015,A01,11620101,2.0,2.0
1171011300100310013,A13,11710113,2.0,2.0
1138010400105070004,A01,11380104,4.0,4.0
1144012400103650016,A04,11440124,4.0,4.0
1117010500100830001,A01,11170105,1.0,1.0
1126010500105160002,A01,11260105,2.0,2.0
1174010200106430005,A03,11740102,3.0,3.0
1154510300109790003,A02,11545103,2.0,2.0
1162010300110660003,A01,11620103,3.0,3.0
1144010100103460010,A12,11440101,1.0,1.0
1150010200106730006,A03,11500102,1.0,1.0
1114012500100500002,A03,11140125,3.0,3.0
1150010100102440002,A06,11500101,3.0,3.0
1141011700101340002,A01,11410117,3.0,3.0
1159010700101470050,A14,11590107,2.0,2.0
1111013800100060000,A13,11110138,1.0,1.0
1165010800116210005,A01,11650108,2.0,2.0
1126010100101860143,A01,11260101,4.0,4.0
1165010600100610006,A03,11650106,2.0,2.0
1120011500103000004,A03,11200115,3.0,3.0
1126010200101220009,A02,11260102,3.0,3.0
1121510100100800001,A03,11215101,4.0,4.0
1117010200100010039,A01,11170102,2.0,2.0
1120011200106770001,A01,11200112,2.0,2.0
1123010200101190005,A01,11230102,2.0,2.0
1144012000103300005,A03,11440120,3.0,3.0
1130510400100710034,A03,11305104,2.0,2.0
1162010200115250011,A03,11620102,2.0,2.0
1138010800100780075,A03,11380108,4.0,4.0
1141012000102910025,A03,11410120,2.0,2.0
1144011100104310003,A03,11440111,3.0,3.0
1117011900100700001,A01,11170119,4.0,4.0
1123010400104980010,A02,11230104,3.0,3.0
1156010900100760001,A07,11560109,2.0,2.0
1171010700101160001,A13,11710107,5.0,5.0
1129011600100430000,A13,11290116,2.0,2.0
1121510900104680009,A13,11215109,3.0,3.0
1156011000100440012,A03,11560110,2.0,2.0
1111010800100050001,A03,11110108,2.0,2.0
1111010800101590000,A03,11110108,2.0,2.0
1168010700106360002,A03,11680107,2.0,2.0
1138010600102400000,A13,11380106,3.0,3.0
1144012000103960003,A01,11440120,2.0,2.0
1154510300109980000,A03,11545103,1.0,1.0
1111012300101290001,A08,11110123,1.0,1.0
1156013200149430000,A01,11560132,2.0,2.0
1120010700101590006,A03,11200107,1.0,1.0
1171010300102310031,A02,11710103,4.0,4.0
1123010700102810000,A01,11230107,2.0,2.0
1156013300109460001,A03,11560133,1.0,1.0
1153010200106000014,A11,11530102,2.0,2.0
1129013600100620005,A01,11290136,3.0,3.0
1144010200102560021,A03,11440102,1.0,1.0
1156010900100620001,A10,11560109,1.0,1.0
1117013000100180027,A05,11170130,3.0,3.0
1150010300111650001,A03,11500103,3.0,3.0
1114016200101300031,A14,11140162,3.0,3.0
1171010700101880014,A01,11710107,1.0,1.0
1135010600101410007,A01,11350106,3.0,3.0
1111010800100960002,A04,11110108,4.0,4.0
1135010600103600002,A01,11350106,4.0,4.0
1117013600102160112,A01,11170136,4.0,4.0
1111014100101300000,A01,11110141,2.0,2.0
1132010700106550020,A15,11320107,2.0,2.0
1171010600100290008,A02,11710106,2.0,2.0
1171010500102610017,A03,11710105,2.0,2.0
1130510100100550068,A03,11305101,3.0,3.0
1144012300104070013,A01,11440123,2.0,2.0
1117012800100400126,A01,11170128,2.0,2.0
1126010100101600033,A01,11260101,3.0,3.0
1120010500107670046,A01,11200105,1.0,1.0
1120011100111680001,A03,11200111,4.0,4.0
1165010200100200030,A01,11650102,3.0,3.0
1171011400102880004,A01,11710114,2.0,2.0
1130510100101580049,A01,11305101,4.0,4.0
1132010600106470046,A01,11320106,3.0,3.0
1121510300102510044,A13,11215103,4.0,4.0
1156012800100020000,A03,11560128,1.0,1.0
1129013300107710003,A03,11290133,4.0,4.0
1123010400106020009,A03,11230104,4.0,4.0
1121510100100930004,A08,11215101,3.0,3.0
1120010400102530005,A12,11200104,2.0,2.0
1171010900108940000,A08,11710109,4.0,4.0
1168010600109560018,A13,11680106,3.0,3.0
1132010500100880116,A01,11320105,3.0,3.0
1132010600106590038,A01,11320106,4.0,4.0
1171010100102400015,A03,11710101,3.0,3.0
1141011600100050032,A03,11410116,3.0,3.0
1121510700104950025,A01,11215107,2.0,2.0
1162010200114840019,A01,11620102,4.0,4.0
1150010900101790014,A01,11500109,1.0,1.0
1117010700100430021,A03,11170107,4.0,4.0
1159010200101830061,A01,11590102,2.0,2.0
1156013200104450002,A02,11560132,2.0,2.0
1171010400101030014,A13,11710104,4.0,4.0
1132010700100040000,A01,11320107,1.0,1.0
1162010200101040001,A03,11620102,4.0,4.0
1114016000101020006,A03,11140160,3.0,3.0
1123010400102950142,A06,11230104,3.0,3.0
1168010600108970000,A01,11680106,1.0,1.0
1156010900100620001,A01,11560109,3.0,3.0
1126010200101110043,A01,11260102,2.0,2.0
1129013900101680002,A13,11290139,3.0,3.0
1117010900102050002,A03,11170109,2.0,2.0
1168010300101860015,A01,11680103,2.0,2.0
1147010300104920016,A11,11470103,4.0,4.0
1132010600106040034,A03,11320106,2.0,2.0
1168010800102540030,A03,11680108,2.0,2.0
1141011200100270020,A01,11410112,2.0,2.0
1147010300100600008,A07,11470103,2.0,2.0
1144010900101540008,A03,11440109,3.0,3.0
1165010200100870007,A14,11650102,2.0,2.0
1121510300100800037,A05,11215103,3.0,3.0
1129013900103220024,A03,11290139,3.0,3.0
1168010600109660002,A03,11680106,3.0,3.0
1168011000104290000,A03,11680110,3.0,3.0
1168010800102760001,A13,11680108,4.0,4.0
1165010100114610000,A13,11650101,3.0,3.0
1171010100102010001,A03,11710101,4.0,4.0
1129012000101340002,A01,11290120,4.0,4.0
1111014100101140001,A14,11110141,4.0,4.0
1111018400100970005,A03,11110184,1.0,1.0
1168010600108900059,A03,11680106,3.0,3.0
1144012300104570001,A02,11440123,2.0,2.0
1165010800113200010,A08,11650108,2.0,2.0
1120010700102860019,A03,11200107,1.0,1.0
1174010900102920003,A03,11740109,4.0,4.0
1150010800100410080,A03,11500108,4.0,4.0
1144012700100350007,A01,11440127,1.0,1.0
1171011100100640008,A01,11710111,1.0,1.0
1114012700100010001,A03,11140127,1.0,1.0
1117013600102730001,A03,11170136,3.0,3.0
1132010800105750005,A01,11320108,3.0,3.0
1117013100106390008,A01,11170131,2.0,2.0
1126010200101150022,A01,11260102,3.0,3.0
1159010200102140107,A13,11590102,3.0,3.0
1168010700105610011,A01,11680107,2.0,2.0
1129013600100670037,A03,11290136,3.0,3.0
1162010200115320005,A11,11620102,4.0,4.0
1144012000104800012,A03,11440120,2.0,2.0
1168010800101400003,A01,11680108,2.0,2.0
1130510100100540057,A01,11305101,3.0,3.0
1121510500100070009,A03,11215105,3.0,3.0
1147010300101590043,A03,11470103,4.0,4.0
1171010700100970008,A01,11710107,2.0,2.0
1114011800105260000,A11,11140118,1.0,1.0
1171010700100170002,A03,11710107,4.0,4.0
1126010600106460000,A07,11260106,2.0,2.0
1168010100106900003,A03,11680101,2.0,2.0
1168010100106990015,A01,11680101,2.0,2.0
1147010300109940002,A01,11470103,1.0,1.0
1144012300104140024,A03,11440123,1.0,1.0
1111017100100200001,A10,11110171,3.0,3.0
1117013000101360046,A03,11170130,2.0,2.0
1141011800104020006,A01,11410118,3.0,3.0
1141011700100420013,A01,11410117,1.0,1.0
1111011200100520000,A04,11110112,1.0,1.0
1114016200103810006,A01,11140162,3.0,3.0
1171010200100110004,A02,11710102,1.0,1.0
1114016200101300020,A05,11140162,2.0,2.0
1135010500111150023,A01,11350105,3.0,3.0
1156010900100920000,A08,11560109,3.0,3.0
1132010800106250013,A01,11320108,2.0,2.0
1123010700102350011,A04,11230107,3.0,3.0
1138010500103500009,A03,11380105,3.0,3.0
1111016300101380009,A01,11110163,2.0,2.0
1138010600102220019,A01,11380106,2.0,2.0
1156012400100240001,A04,11560124,2.0,2.0
1168011400106150000,A06,11680114,4.0,4.0
1138010700107520028,A14,11380107,4.0,4.0
1150010500103260002,A01,11500105,1.0,1.0
1130510100103180016,A01,11305101,4.0,4.0
1147010300109810002,A01,11470103,2.0,2.0
1135010500103890568,A01,11350105,4.0,4.0
1138010200101610005,A01,11380102,1.0,1.0
1144012700100020099,A11,11440127,2.0,2.0
1121510100101630001,A12,11215101,3.0,3.0
1162010200114600001,A02,11620102,2.0,2.0
1130510100101210021,A05,11305101,1.0,1.0
1126010100101580001,A03,11260101,3.0,3.0
1162010100107240007,A01,11620101,2.0,2.0
1168010500101590000,A14,11680105,1.0,1.0
1144012000103630007,A14,11440120,1.0,1.0
1154510300109120020,A01,11545103,1.0,1.0
1165010800113150000,A04,11650108,4.0,4.0
1171011300101280006,A02,11710113,4.0,4.0
1162010100116270007,A03,11620101,3.0,3.0
1162010100116260029,A01,11620101,3.0,3.0
1147010200107960006,A01,11470102,3.0,3.0
1129013600100270062,A09,11290136,4.0,4.0
1150010200106540017,A14,11500102,2.0,2.0
1154510300108830002,A03,11545103,4.0,4.0
1144012000104040024,A03,11440120,2.0,2.0
1111015100102000000,A12,11110151,2.0,2.0
1129012800104580000,A13,11290128,4.0,4.0
1168010100108260027,A01,11680101,2.0,2.0
1162010200116370006,A01,11620102,4.0,4.0
1114016200102510108,A02,11140162,2.0,2.0
1121510500100070002,A11,11215105,2.0,2.0
1117010100100600038,A09,11170101,3.0,3.0
1138010800100230055,A02,11380108,3.0,3.0
1132010600106650000,A03,11320106,4.0,4.0
1111012900101100000,A03,11110129,1.0,1.0
1144011000100540007,A02,11440110,3.0,3.0
1154510300109110003,A03,11545103,2.0,2.0
1171010600101670017,A02,11710106,3.0,3.0
1153010300101230015,A11,11530103,4.0,4.0
1159010800100680035,A02,11590108,3.0,3.0
1144012400102400003,A14,11440124,2.0,2.0
1123010100101030009,A01,11230101,2.0,2.0
1117011300100010016,A01,11170113,1.0,1.0
1153010700102900005,A01,11530107,2.0,2.0
1168010400100680016,A03,11680104,2.0,2.0
1117013000101230005,A12,11170130,2.0,2.0
1123010500107370000,A08,11230105,4.0,4.0
1154510200102850019,A01,11545102,3.0,3.0
1117011300100670004,A01,11170113,3.0,3.0
1174010800104120006,A03,11740108,3.0,3.0
1130510200104450024,A03,11305102,3.0,3.0
1123010900103210027,A07,11230109,3.0,3.0
1174010900105500005,A03,11740109,2.0,2.0
1168010100106190028,A01,11680101,1.0,1.0
1174010800102450012,A01,11740108,3.0,3.0
1171010200100070017,A03,11710102,1.0,1.0
1162010200114320118,A03,11620102,4.0,4.0
1144010800100020030,A03,11440108,3.0,3.0
1120011300103840000,A01,11200113,1.0,1.0
1171011100101020002,A01,11710111,2.0,2.0
1165010200102730000,A08,11650102,4.0,4.0
1114016700100220000,A03,11140167,2.0,2.0
1111014200101490006,A04,11110142,1.0,1.0
1159010700107080453,A01,11590107,2.0,2.0
1117012800100480001,A01,11170128,1.0,1.0
1165010600100760006,A08,11650106,1.0,1.0
1130510100107030146,A01,11305101,4.0,4.0
1141012000103240007,A01,11410120,4.0,4.0
1121510500108040000,A01,11215105,3.0,3.0
1144012400105090020,A01,11440124,2.0,2.0
1141011700101880016,A10,11410117,1.0,1.0
1123010200102350023,A01,11230102,3.0,3.0
1144011500103090003,A01,11440115,2.0,2.0
1132010800106120003,A01,11320108,2.0,2.0
1156012600100310047,A01,11560126,3.0,3.0
1111013400100010001,A01,11110134,2.0,2.0
1162010100117060000,A03,11620101,3.0,3.0
1126010300103060062,A03,11260103,3.0,3.0
1147010200104060184,A01,11470102,2.0,2.0
1130510300105210013,A01,11305103,2.0,2.0
1165010700100930006,A03,11650107,2.0,2.0
1147010100102940018,A01,11470101,2.0,2.0
1135010600103660013,A01,11350106,2.0,2.0
1171010100101750004,A14,11710101,2.0,2.0
1120011500102750005,A01,11200115,4.0,4.0
1174010900104270035,A01,11740109,2.0,2.0
1153010200111240049,A03,11530102,1.0,1.0
1144012500102400005,A01,11440125,4.0,4.0
1171010400100970006,A01,11710104,2.0,2.0
1162010200106110007,A13,11620102,3.0,3.0
1138010800100160002,A15,11380108,3.0,3.0
1154510100101500002,A06,11545101,2.0,2.0
1147010300104360007,A03,11470103,4.0,4.0
1144010200101100059,A01,11440102,3.0,3.0
1121510100101620012,A07,11215101,2.0,2.0
1138010700100890018,A03,11380107,1.0,1.0
1168010700105690025,A03,11680107,1.0,1.0
1123010800100160050,A04,11230108,2.0,2.0
1135010600101540023,A13,11350106,4.0,4.0
1156011000100280001,A08,11560110,1.0,1.0
1165010800115720010,A01,11650108,1.0,1.0
1153010700104030166,A13,11530107,4.0,4.0
1174010900100430061,A01,11740109,3.0,3.0
1150010400114750000,A06,11500104,3.0,3.0
1114014400101270001,A01,11140144,3.0,3.0
1165010800114580004,A13,11650108,1.0,1.0
1126010600106500000,A03,11260106,4.0,4.0
1171011200100790000,A03,11710112,4.0,4.0
1120011400106560603,A01,11200114,2.0,2.0
1144011300100080000,A13,11440113,3.0,3.0
1165010100109250007,A01,11650101,1.0,1.0
1141011800100080105,A03,11410118,4.0,4.0
1156013300106890018,A06,11560133,4.0,4.0
1159010900103390015,A03,11590109,3.0,3.0
1117013100107430003,A03,11170131,1.0,1.0
1126010400102450065,A01,11260104,4.0,4.0
1165010100105280086,A03,11650101,3.0,3.0
1121510500106480021,A01,11215105,3.0,3.0
1141011700101890013,A01,11410117,3.0,3.0
1147010100103230016,A01,11470101,4.0,4.0
1154510200102850023,A02,11545102,4.0,4.0
1132010700106550027,A01,11320107,3.0,3.0
1117011200100440010,A01,11170112,2.0,2.0
1123010300106370000,A01,11230103,3.0,3.0
1168010100108330000,A03,11680101,1.0,1.0
1132010600106520021,A08,11320106,2.0,2.0
1120011500105700001,A03,11200115,1.0,1.0
1129013300106840059,A01,11290133,2.0,2.0
1162010200115150003,A01,11620102,2.0,2.0
1150010300109140020,A01,11500103,4.0,4.0
1159010800103950018,A13,11590108,4.0,4.0
1114013500100700001,A01,11140135,2.0,2.0
1165010200100910008,A14,11650102,1.0,1.0
1117013100106830085,A03,11170131,1.0,1.0
1141011100103370001,A08,11410111,4.0,4.0
1168010700106440006,A01,11680107,1.0,1.0
1120011400100130005,A03,11200114,3.0,3.0
1165010100107500014,A03,11650101,3.0,3.0
1111011100200030001,A03,11110111,1.0,1.0
1171010700100170010,A03,11710107,2.0,2.0
1156012500102220001,A03,11560125,4.0,4.0
1174010500103900009,A11,11740105,3.0,3.0
1135010200105620000,A04,11350102,2.0,2.0
1147010100102940058,A11,11470101,3.0,3.0
1154510200109860029,A01,11545102,3.0,3.0
1130510300101730006,A03,11305103,1.0,1.0
1165010200100060025,A01,11650102,3.0,3.0
1120011400100080008,A01,11200114,2.0,2.0
1159010700107080366,A03,11590107,2.0,2.0
1130510300102790048,A13,11305103,4.0,4.0
1132010500101030046,A03,11320105,4.0,4.0
1168011800109540019,A01,11680118,1.0,1.0
1144012500102310004,A01,11440125,4.0,4.0
1159010500102230001,A01,11590105,2.0,2.0
1171010100103110000,A06,11710101,3.0,3.0
1120010400100690000,A03,11200104,3.0,3.0
1121510900101500022,A11,11215109,4.0,4.0
1126010200101120046,A02,11260102,2.0,2.0
1126010200100860006,A03,11260102,4.0,4.0
1168010100107000020,A03,11680101,3.0,3.0
1159010700110400004,A01,11590107,1.0,1.0
1130510400100720083,A01,11305104,3.0,3.0
1174010900104150029,A02,11740109,1.0,1.0
1144012400102600031,A13,11440124,2.0,2.0
1171011100100570000,A01,11710111,3.0,3.0
1174010800104290002,A07,11740108,2.0,2.0
1156013200107690004,A01,11560132,1.0,1.0
1168011800104230000,A01,11680118,1.0,1.0
1117010500100300002,A01,11170105,3.0,3.0
1111016900100740038,A03,11110169,4.0,4.0
1114012200100100001,A03,11140122,4.0,4.0
1156011600103010000,A01,11560116,2.0,2.0
1117010100104150054,A04,11170101,4.0,4.0
1162010100109520020,A02,11620101,2.0,2.0
1114015500102820008,A04,11140155,1.0,1.0
1162010200105290011,A03,11620102,3.0,3.0
1156011600103330006,A01,11560116,2.0,2.0
1121510700100180005,A14,11215107,3.0,3.0
1174010900104300008,A03,11740109,1.0,1.0
1114016600100530006,A15,11140166,2.0,2.0
1138010900100400006,A02,11380109,3.0,3.0
